"review-data href","audience-reviews__name","audience-reviews__name href","audience-reviews__duration","audience-reviews__review","Sentiment"
"","Anita W","","Apr 24, 2024","I saw the original Dune movie and this is just as exciting and telling as the original.   I loved the in depth storyline and it played very well.  I was in the theater with one other person and it was thrilling.  Can't wait for Part 3.","1"
"https://www.rottentomatoes.com/profiles/4JKhVDs6ptK4iXGI2aFXZfLQuPPCM8Sg8sxeClbSyyC8oiRwHdZHqriyyCGVFayi9RhmwCOOCGOfoDTKgfLpTy0cpjuPwsbyFdjFlQFyaIMm","Amy C","https://www.rottentomatoes.com/profiles/4JKhVDs6ptK4iXGI2aFXZfLQuPPCM8Sg8sxeClbSyyC8oiRwHdZHqriyyCGVFayi9RhmwCOOCGOfoDTKgfLpTy0cpjuPwsbyFdjFlQFyaIMm","Apr 24, 2024","The most epic cinematic journey and story we’ve had in my lifetime, using all senses of the word epic.  Characters and worlds come to life on the screen.  The imagery, sound and visually stunning effects are overwhelming.  I loved the books after watching part 1 and even though the story diverges understandably this blew me away, even with the mixed emotions stirred up by Chani at the end. Can’t wait to see where Denis takes this next.","1"
"https://www.rottentomatoes.com/profiles/jk8uGgip9hBncjWFeWcnDfjDt00Cd6uq1FXLhgKILLCWbid1snqIQ1FDDCA2uG6iJLCoysXXClxf9zUPdTm4SWRSkpINaFBnF9nTa8iAzsAL","Igor B","https://www.rottentomatoes.com/profiles/jk8uGgip9hBncjWFeWcnDfjDt00Cd6uq1FXLhgKILLCWbid1snqIQ1FDDCA2uG6iJLCoysXXClxf9zUPdTm4SWRSkpINaFBnF9nTa8iAzsAL","Apr 24, 2024","This film is a remarkable achievement,","1"
"https://www.rottentomatoes.com/profiles/X6ZfYKFAdHRphvYtGzh8yFARFRRCpwf6PsB4Sebc11CPYiZxuObCy8tooCJZubYuRdIzxsOOCmJInQT0xhp8fbGHkDCkATYeFX0FOPszehlN","Corey W","https://www.rottentomatoes.com/profiles/X6ZfYKFAdHRphvYtGzh8yFARFRRCpwf6PsB4Sebc11CPYiZxuObCy8tooCJZubYuRdIzxsOOCmJInQT0xhp8fbGHkDCkATYeFX0FOPszehlN","Apr 23, 2024","With the table setting process behind us Villeneuve's second Dune experience transcends the first with a more focused story amid the visual spectacle. Simply a new standard for American science fiction films.","1"
"https://www.rottentomatoes.com/profiles/M46fDxiKDu1LHPeCd9CO6CjlhXXCyAuz1tJqfydFLLCVJiDlcMKcXMsQQCM6F6ATKDFRGFZZCMKiADFO0uleIadHBWs1kSJVFWOSz1SjwFO9","Paul A","https://www.rottentomatoes.com/profiles/M46fDxiKDu1LHPeCd9CO6CjlhXXCyAuz1tJqfydFLLCVJiDlcMKcXMsQQCM6F6ATKDFRGFZZCMKiADFO0uleIadHBWs1kSJVFWOSz1SjwFO9","Apr 23, 2024","This might be the greatest epic film I've ever seen. It had everything, stunning visual shots to immersive, perfectly delivered monologues to convince, and perhaps the greatest love motif of the decade (maybe ever). Just incredible all around.","1"
"https://www.rottentomatoes.com/profiles/PDBTLmIMnhWGikmS92uwoF8ziZZCXvcWMugoT2rfaaClKiJzT4gCOzCBBC96uvmhVPuWPSqqCeNIY4HGeIrkClGcANTZqCDxfAoC2Bcg9ckM","Time T","https://www.rottentomatoes.com/profiles/PDBTLmIMnhWGikmS92uwoF8ziZZCXvcWMugoT2rfaaClKiJzT4gCOzCBBC96uvmhVPuWPSqqCeNIY4HGeIrkClGcANTZqCDxfAoC2Bcg9ckM","Apr 23, 2024","Absolutely the best sci fi film of our time. An incredible, jaw dropping retelling of the first Dune book in a way that both carries Frank Herberts central message deeply whilst showing it in entirely novel ways. The film changed many logistical aspects of the book which was done so tastefully and thoughtfully for the story to flourish on a different medium. The cinematography, characters, acting, screenwriting, and unbelievable visual imagery is a testament to Denis Villeneuve. This is undoubtedly a masterpiece.","1"
"https://www.rottentomatoes.com/profiles/V1QCmqhqDIj4u2ySLXcXOIKMcooCypFl2cqAIKzueeC6vip9idJur0IbbC6KuGxIXwuDRHMMC1DuXBHZAiB9i4dHRySOGsq8FOMcw2unZFoV","Steve  R","https://www.rottentomatoes.com/profiles/V1QCmqhqDIj4u2ySLXcXOIKMcooCypFl2cqAIKzueeC6vip9idJur0IbbC6KuGxIXwuDRHMMC1DuXBHZAiB9i4dHRySOGsq8FOMcw2unZFoV","Apr 23, 2024","Good effects, and sound...but too far from book...too much character changes, too much dei ...spoilt the chain character, very poor with nothing but frowns as acting...everything seemed out of sequence with missing part ...no alia??","0"
"https://www.rottentomatoes.com/profiles/zWZT4VuROFjghdXtJyTW2iDYImmC1BhobFWXFBOsqqCzNi14F0xs2VuvvCkDIx8sYGcMOuAACZwtZeTKeuxRTYocXRFr9IbMCg6uPJTGXIm4","Walker M","https://www.rottentomatoes.com/profiles/zWZT4VuROFjghdXtJyTW2iDYImmC1BhobFWXFBOsqqCzNi14F0xs2VuvvCkDIx8sYGcMOuAACZwtZeTKeuxRTYocXRFr9IbMCg6uPJTGXIm4","Apr 23, 2024","Great compliment to the 1st film. Hopefully there's a part 3 as well!","1"
"https://www.rottentomatoes.com/profiles/RzXCAdclxuvXtnLh4jhQxh9rSAACNyslZuNjTd2unnCx6iQKHyRupLCZZC6kTdKIRxuBPhGGC9NHPwiLOupvIYRudBi94HZbu9RTWoh9Osaw","","","Apr 23, 2024","The best science fiction movie of the decade and one of the best movies of all time.","1"
"https://www.rottentomatoes.com/profiles/kOJsd1f4PcZ0c9qTbpFxbHBrFDDCK8F1VTnLTVeIrrCZqiYbTNWfJYfggCr4uvou4gIKkiPPCKBiv0IxoCd6TjWimnuGLFYZfJ8IPGsWrupq","JDior G","https://www.rottentomatoes.com/profiles/kOJsd1f4PcZ0c9qTbpFxbHBrFDDCK8F1VTnLTVeIrrCZqiYbTNWfJYfggCr4uvou4gIKkiPPCKBiv0IxoCd6TjWimnuGLFYZfJ8IPGsWrupq","Apr 23, 2024","Absolutely fantastic. Unsure of how any part of it could be done better. Easily one of the best films ever made.","1"
"","","","Apr 23, 2024","Excellent and exiting. The end leaves you hungry for the sequel","1"
"https://www.rottentomatoes.com/profiles/ZZGsnOHKJFmDsawHRQh1nF0OhDDCrdSDBH96F8OtRRCKJiP0UGgizNSGGCABFXqsmdHkBteeCpwIaQHJbIMxTBQH2nUD4cNyuewu8Gfbgueb","Richard M","https://www.rottentomatoes.com/profiles/ZZGsnOHKJFmDsawHRQh1nF0OhDDCrdSDBH96F8OtRRCKJiP0UGgizNSGGCABFXqsmdHkBteeCpwIaQHJbIMxTBQH2nUD4cNyuewu8Gfbgueb","Apr 23, 2024","Too slow, too dull and the finale you have spent 8 hours waiting for is hugely underwhelming.  Very hard to take the weedy, child like Paul and Chani characters seriously too.  Really felt like it was genuinely aiming for comedy as a couple of points ('of course the messiah would say he's not the messiah' was giving strong Monty Pythin Life of Brian vibes).  The 1984 film is so much more entertaining.","2"
"https://www.rottentomatoes.com/profiles/KKDSkAIKksjxIGMh8ai94HkaF44Cl4cXkH8Whr6CggCLMidpIxDH8XuwwCwoID0To2uOPfwwCepSVPieAFj9S8nCARIxPuQ2uYeCBbTNeszl","Jake P","https://www.rottentomatoes.com/profiles/KKDSkAIKksjxIGMh8ai94HkaF44Cl4cXkH8Whr6CggCLMidpIxDH8XuwwCwoID0To2uOPfwwCepSVPieAFj9S8nCARIxPuQ2uYeCBbTNeszl","Apr 23, 2024","I had really high hopes for this movie and overall, it was a bit of a letdown.

This may sound odd, but for a 3 hour movie, it felt rushed.  There was definitely some overediting and missing, much needed scenes that were left out.  Way too many jumps and everything happened too fast.  Also, it didn't feel like there was any buildup to the Zendaya & Timothy romance.  Again, like the rest of the movie, it felt rushed and lacked foundation.","2"
"https://www.rottentomatoes.com/profiles/dmdceLTmGSLpSznfDOTklhVkfKKCvjhdphjRTQ2ueeC8yiAbcp4coauzzCO0u0AsNlHdVtooCbGiQ8FRgFdbuzrtoDI1oTZzhqeioaI24Twv","C B","https://www.rottentomatoes.com/profiles/dmdceLTmGSLpSznfDOTklhVkfKKCvjhdphjRTQ2ueeC8yiAbcp4coauzzCO0u0AsNlHdVtooCbGiQ8FRgFdbuzrtoDI1oTZzhqeioaI24Twv","Apr 23, 2024","I wish I could have seen this at the theatre, but I finally got to see it when it started streaming and WOW! What the first Dune lacked in overall action, this one certainly made up for. Amazing cinematography, music, amazing acting. This film was incredibly well done.","1"
"","Nancy","","Apr 22, 2024","Breath taking scenery and jaw dropping, inventive machinery and battles abound!","1"
"https://www.rottentomatoes.com/profiles/dQAie2smYfL2uzqhNYUkaIXaTKKCvZH1lhjaFNLfeeC8yiA8sNZIvKIzzCaoI0xfNJhGOIooCOzcQ8FkvfdBINGfo6S1zHZNTqOIOaT2afw0","Richard F","https://www.rottentomatoes.com/profiles/dQAie2smYfL2uzqhNYUkaIXaTKKCvZH1lhjaFNLfeeC8yiA8sNZIvKIzzCaoI0xfNJhGOIooCOzcQ8FkvfdBINGfo6S1zHZNTqOIOaT2afw0","Apr 22, 2024","Loved it. Mr. Villeneuve knocks another one out of the park. The entire cast is amazing and the visuals are jaw-dropping. Personally can't wait for Dune 3. Now, I must go watch it again.","1"
"https://www.rottentomatoes.com/profiles/4JBIV2IkmhKlflGFxbSXZfL1HPPCM0FgoIvdhB2iyyC8oi8BCgvtqyFyyCdBIrwI9piMRfOOC2auoZfKeFb1cOBfpXIP8I1WSdwcBRTKgIMZ","Luz S","https://www.rottentomatoes.com/profiles/4JBIV2IkmhKlflGFxbSXZfL1HPPCM0FgoIvdhB2iyyC8oi8BCgvtqyFyyCdBIrwI9piMRfOOC2auoZfKeFb1cOBfpXIP8I1WSdwcBRTKgIMZ","Apr 22, 2024","They changed some things but generally stayed true to the source material, which is amazing. It proves that if you stay true to the source material, you will make something beautiful. Frank Herbert is one of my favorite authors, so I'm very glad this wasn't butchered like Rings of Power.","1"
"https://www.rottentomatoes.com/profiles/1K0TeGiznupmhxKS6NTdZF40TQQCrvhgXuK2I4kSNNC2xiBZuzvuZKtvvCkaIaRIjqf1bHzzCbwi9mtmAcBmfGOhG1ub9IkKIxyu2ghvBIj6","","","Apr 22, 2024","The cinematography is stunning, the sound design is unique, and the exposition is natural yet effectively conveys details of the story. 

(spoilers) The worm riding scene pushed me into my seat, the colosseum like scene was a truly unique spectacle and the final battle was stunning.

Overall excellent. Truly one of the movies of all time, it hit me in all the right places. In fact this is the first movie that I went to watch twice in the cinema.","1"
"","Dennis","","Apr 22, 2024","Its a great movie, they made some interesting changes to the story but thats part of making a movie. I heard that part 3 has been approved and Im looking forward to seeing it .","1"
"https://www.rottentomatoes.com/profiles/0N0fOzUzQtZ1fvxtpMu6mImaIeeCXvIkBIOgTGluyyCk4iwmIoXijxh44ClaIzeFZ8HRXIvvCvdukOuNoIZlF1gTj4ILdIMYIdPsw6sodIRO","Landen B","https://www.rottentomatoes.com/profiles/0N0fOzUzQtZ1fvxtpMu6mImaIeeCXvIkBIOgTGluyyCk4iwmIoXijxh44ClaIzeFZ8HRXIvvCvdukOuNoIZlF1gTj4ILdIMYIdPsw6sodIRO","Apr 22, 2024","Masterpiece. One of the most compelling stories I've watched in a movie in a long time.","1"
"https://www.rottentomatoes.com/profiles/AlBF6yuG0HJNspOh60IYbsKbHaaC2JIxvHAdsdWFaaCyriWBfgzFr4i11C8kfgpsXJsmrc99CrphXPIYzIbJFpOcqkhL9IGNIvmuRQfkVujX","Jo J","https://www.rottentomatoes.com/profiles/AlBF6yuG0HJNspOh60IYbsKbHaaC2JIxvHAdsdWFaaCyriWBfgzFr4i11C8kfgpsXJsmrc99CrphXPIYzIbJFpOcqkhL9IGNIvmuRQfkVujX","Apr 22, 2024","I got thoroughly involved in the movie. Great creative choices by Villeneuve. Some aspects I didn’t fully understand why something was happening, so I bought the books to get more detail to the roles
of religion, spice and wars. Once I read the books I will watch it again for an even deeper appreciation and understanding of the film. Bravo!","1"
"","Lloyd","","Apr 22, 2024","The most overhyped movie ive seen lately! The music & the story will make feel u havent seen this kind before, closer to ending u found out its a very shallow story & not original! So frustrating. They tried so hard to be different","1"
"https://www.rottentomatoes.com/profiles/9XNFBPFMnh1rSwDIqgSxMcbwI88CJNuqdiBmfyNFVVC2KiD1CAWULlUPPCkAFDQh06sOQuXXCblf2qINRhPLcvnIGNuJXijeF1NcNVIp2fY1","Tex S","https://www.rottentomatoes.com/profiles/9XNFBPFMnh1rSwDIqgSxMcbwI88CJNuqdiBmfyNFVVC2KiD1CAWULlUPPCkAFDQh06sOQuXXCblf2qINRhPLcvnIGNuJXijeF1NcNVIp2fY1","Apr 22, 2024","It was Dune.... sort of....
I have loved Dune since I first read it in the early 90's.
I've watched every show/movie and read all the books.
So I'm invested.
That's why I don't get what Villeneuve (sp) is trying to pull here.
Chani would have NEVER left Paul. Not even considered it.
In fact, it was Chani's idea that she and Paul not marry, in case he needed to marry the Princess, which he did.
But it was Chani that bore his children. It was Chani that loved and supported him through it all.

And why the hell is Alia still in the womb? She should've been around the age of 4-6 by the time Fayd and Paul went head to head.

Why alienate the die-hards just to push a goofball narrative? Who's camp is he trying to appeal to by making these ridiculous changes?","0"
"","Chris F.","","Apr 22, 2024","TOO DAMN LONG! Great story, great visuals, acting, etc. But there should have been an intermission. Who can sit with kids for that long??? After a while it just gets to be a little much, with the intense soundtrack and all. Loved the story and the movie from part 1 to part 2, but come on now. Film companies need to do a better job if putting out a three-hour movie. My God.","2"
"","Christopher G","","Apr 22, 2024","As good as the first one was, I believe this one might be better. 3 hours felt like an hour, well done!","1"
"https://www.rottentomatoes.com/profiles/ANBf6DSGeiJBfngt6lSZGtkDFaaC9oCxvHAyfk0haaCyriWps6RuvKu11C8ASgxFXJsZQi99Cr6sO4FnxuegF8aFqyT6ViLOuvBIRlhmNIjN","Vladimir O","https://www.rottentomatoes.com/profiles/ANBf6DSGeiJBfngt6lSZGtkDFaaC9oCxvHAyfk0haaCyriWps6RuvKu11C8ASgxFXJsZQi99Cr6sO4FnxuegF8aFqyT6ViLOuvBIRlhmNIjN","Apr 22, 2024","Epic in scale and amazing in its world building. Featuring stunning visual effects.
You can literally gasp at the sheer scale of it, the action artistry .
Technically, it's phenomenal. In all likelihood,
""Duna:
Part Two will be revered in movie history for years to come.
- it manages to be unlike anything we've ever seen before.","1"
"https://www.rottentomatoes.com/profiles/1JRueBTzjFZBHoOt6oSd9h40TQQC2oi9jHKrFB6SNNC2xiBvHPGSWyTvvCMBuakCKytnyCzzCbnSzJFnjfBAhGAHOwSpntkJtRytplcvLsjn","Voice O","https://www.rottentomatoes.com/profiles/1JRueBTzjFZBHoOt6oSd9h40TQQC2oi9jHKrFB6SNNC2xiBvHPGSWyTvvCMBuakCKytnyCzzCbnSzJFnjfBAhGAHOwSpntkJtRytplcvLsjn","Apr 22, 2024","Great film, visually spectacular. Only gripe I had with it, was the deviation of the Chani character from the book, plot wise and personality wise. Really, she deserts Paul and rides away into the desert?
This is not a minor change but a major one. It's obvious why, how she will now fit into the plot of Dune Messiah, the 3rd movie that has already been greenlit, but I will not tell it as it could be considered a spoiler.
Still, great achievement of a movie and I am eager to see Dune Messiah.","1"
"https://www.rottentomatoes.com/profiles/0x1hmbFAWhZPsvruGNhA1FmlFeeCaAulzCzMSdLIyyCk4iwLtorTJxs44ClaIzNcwVtRYFvvCJQsklSNjtNos04Fj9Swnszou4yIwRh1NIg8","Intiser Z","https://www.rottentomatoes.com/profiles/0x1hmbFAWhZPsvruGNhA1FmlFeeCaAulzCzMSdLIyyCk4iwLtorTJxs44ClaIzNcwVtRYFvvCJQsklSNjtNos04Fj9Swnszou4yIwRh1NIg8","Apr 22, 2024","THANK YOU DENISE VILLANUEVA, THANK YOU. ^_^","1"
"https://www.rottentomatoes.com/profiles/NXLiWjiBptmWhzmFZJhmqFqpibbCA6sdlFxXcWGTRRCv9id8CzgIARCGGCRAI4mTlmfqlc99CDzTryIlNCZluvzib1conSwQh2GUwMfBvsmQ","Calex S","https://www.rottentomatoes.com/profiles/NXLiWjiBptmWhzmFZJhmqFqpibbCA6sdlFxXcWGTRRCv9id8CzgIARCGGCRAI4mTlmfqlc99CDzTryIlNCZluvzib1conSwQh2GUwMfBvsmQ","Apr 22, 2024","Great story line, great visuals and use of CGI and action right from the start of the movie.","1"
"","","","Apr 22, 2024","Seen the original, directors cut in one sitting long ago. Very well done. Some minor changes that work well in the movies. Looking forward to part 3.","1"
"https://www.rottentomatoes.com/profiles/62gcWXsYziqbCBWs6NSLyCKwH99CvbSj2TDQs9KuNNCqaikdtZYh6zunnCvPFRDtQMtbWFmmCkWiBdigvh2DhrwuwOtLrIg2fGdSl1fWVI8y","Eric m","https://www.rottentomatoes.com/profiles/62gcWXsYziqbCBWs6NSLyCKwH99CvbSj2TDQs9KuNNCqaikdtZYh6zunnCvPFRDtQMtbWFmmCkWiBdigvh2DhrwuwOtLrIg2fGdSl1fWVI8y","Apr 22, 2024","Visually it looks really good. The story is where it looses me. I have loved the Dune books for decades. I have read the original Dune probably 25 times. I love the world building Herbert did. Chani is one of the biggest let downs for me in this movie. In the books she loved Paul and supported him in everything. She might not have liked it but she never walked away from Paul. She was one of his biggest supporters. They talked about never getting married so he could marry the princess and rule the empire. Just like in the first movie, so much of the story is changed to fit something that doesn't resemble the source material. It isn't a horrible movie if you know nothing of the source material. But if you like adaptations to respect the source material this movie falls short.","1"
"https://www.rottentomatoes.com/profiles/GPdI0WtKjS9DT8Wh2nuMmIwVIeeCXKILAFV9sjKTRRCzRi14ikJFwATllCxXurpFj8hZAHYYCDVHwGug1Fv2HjKF9qix1IZRsYaC8YiVJsz2","Tyler C","https://www.rottentomatoes.com/profiles/GPdI0WtKjS9DT8Wh2nuMmIwVIeeCXKILAFV9sjKTRRCzRi14ikJFwATllCxXurpFj8hZAHYYCDVHwGug1Fv2HjKF9qix1IZRsYaC8YiVJsz2","Apr 22, 2024","Cinematography, soundtrack, acting, writing, all absolutely nailed.","1"
"https://www.rottentomatoes.com/profiles/BQdsKDieXfdrcr6h98fAOF1euVVCqzt1pTA9hYdu99Cj9iJ6T0LSkLCDDCP4udBFwMcKaFppCMws6qUNLi6bsmvt6jIX9iAdH2MTAZTrYHzO","Brandi A","https://www.rottentomatoes.com/profiles/BQdsKDieXfdrcr6h98fAOF1euVVCqzt1pTA9hYdu99Cj9iJ6T0LSkLCDDCP4udBFwMcKaFppCMws6qUNLi6bsmvt6jIX9iAdH2MTAZTrYHzO","Apr 22, 2024","Very good movie. The acting is so well done, the storyline is interesting and I can’t wait for the next one.","1"
"https://www.rottentomatoes.com/profiles/mMZiDbfb0FaksknI21uNwFBASVVCozhJOSR8SAvfLLCZoibjub0hZKuzzCreujBh10hQNuPPCY1S08SXkSjMTmnc8YFDNFb2t4MsYRIG8F9e","Carrie W","https://www.rottentomatoes.com/profiles/mMZiDbfb0FaksknI21uNwFBASVVCozhJOSR8SAvfLLCZoibjub0hZKuzzCreujBh10hQNuPPCY1S08SXkSjMTmnc8YFDNFb2t4MsYRIG8F9e","Apr 22, 2024","Really cool, just as interesting as the first one. A little difficult to follow if you don’t catch up on part one immediately before watching. Definitely best seen on a big screen.","1"
"https://www.rottentomatoes.com/profiles/m8ZFOJsaVIeZu8pIdNSQeHBMfVVCndFxlI2KHA0FLLCZoiJNFmNtenIzzCreuDRh1wirRFPPCY8H0nfaZIjAH96IaRuD4Ik2uNdIY0uyBu9g","Dom B","https://www.rottentomatoes.com/profiles/m8ZFOJsaVIeZu8pIdNSQeHBMfVVCndFxlI2KHA0FLLCZoiJNFmNtenIzzCreuDRh1wirRFPPCY8H0nfaZIjAH96IaRuD4Ik2uNdIY0uyBu9g","Apr 22, 2024","The wait was worth it Dune 2 is a stunning movie with some surprises moments before the plan for the battle takes shape. Excellent movie and a must watch for Epic Sci-fi lovers.","1"
"","","","Apr 22, 2024","As good as advertised. Enjoy reading the low ratings from the simpletons that have a hard time using the thing on their shoulders","1"
"https://www.rottentomatoes.com/profiles/0x6umzIzyFZdinyTpVs6qTmaIeeCXvIlaIzgFGluyyCk4izkfPyHj9u44CK1F1BSZgfDYIvvCJdhkZiNGuNrT0GIj0HLQuzms46FAYc1miRW","Aidan B","https://www.rottentomatoes.com/profiles/0x6umzIzyFZdinyTpVs6qTmaIeeCXvIlaIzgFGluyyCk4izkfPyHj9u44CK1F1BSZgfDYIvvCJdhkZiNGuNrT0GIj0HLQuzms46FAYc1miRW","Apr 22, 2024","As good as the first, if not better in many ways, ""Dune: Part Two"" continues the story with elegance and spectacle.","1"
"","john k","","Apr 22, 2024","Hard to understand the actors. Need more clear sound or wait to get at home and turn on CC LOL
2 hours and 47 minutes couldn't wait for it to end. Have very little idea of plot or what happened in movie   Dune Part 3 Who cares. Lastly I would like my 3 hours back and Money refunded","0"
"https://www.rottentomatoes.com/profiles/lJMfYBsgjhyoFwQIjXS8gFWGSooCpzIWRuAahVzIQQCzkialuLvhjbuppCrZIdVCbmtlpInnC2YfYVt9xF8ktr4TVRf0kf96frJhVNtkNsnQ","Rob F","https://www.rottentomatoes.com/profiles/lJMfYBsgjhyoFwQIjXS8gFWGSooCpzIWRuAahVzIQQCzkialuLvhjbuppCrZIdVCbmtlpInnC2YfYVt9xF8ktr4TVRf0kf96frJhVNtkNsnQ","Apr 21, 2024","Top 5 movie all time","1"
